year,month,day,phase,percentage,darkFaces
2015,apr,26,half_full,2,left
2015,may,4,full,0,left
2015,may,11,half_new,0.5,right
2015,may,18,new,1,right
2015,may,25,half_full,2,left
2015,jun,2,full,0,left
2015,jun,9,half_new,0.5,right
2015,jun,16,new,1,right
2015,jun,24,half_full,2,left
2015,jul,2,full,0,left
2015,jul,8,half_new,0.5,right
2015,jul,16,new,1,right
2015,jul,24,half_full,2,left
2015,jul,31,full,0,left
2015,aug,7,half_new,0.5,right
2015,aug,14,new,1,right
2015,aug,22,half_full,2,left
2015,aug,29,full,0,left
2015,sep,5,half_new,0.5,right
2015,sep,13,new,1,right
2015,sep,21,half_full,2,left
2015,sep,28,full,0,left
2015,oct,4,half_new,0.5,right
2015,oct,13,new,1,right
2015,oct,20,half_full,2,left
2015,oct,27,full,0,left
2015,nov,3,half_new,0.5,right
2015,nov,11,new,1,right
2015,nov,19,half_full,2,left
2015,nov,25,full,0,left
2015,dec,3,half_new,0.5,right
2015,dec,11,new,1,right
2015,dec,18,half_full,2,left
2015,dec,25,full,0,left
2016,jan,2,half_new,0.5,right
2016,jan,10,new,1,right
2016,jan,17,half_full,2,left
2016,jan,24,full,0,left
2016,feb,1,half_new,0.5,right
2016,feb,8,new,1,right
2016,feb,15,half_full,2,left
2016,feb,22,full,0,left
2016,mar,2,half_new,0.5,right
2016,mar,9,new,1,right
2016,mar,15,half_full,2,left
2016,mar,23,full,0,left
2016,mar,31,half_new,0.5,right
2016,apr,7,new,1,right
2016,apr,14,half_full,2,left
2016,apr,22,full,0,left
2016,apr,30,half_new,0.5,right
2016,may,7,new,1,right
2016,may,13,half_full,2,left
2016,may,21,full,0,left
2016,may,29,half_new,0.5,right
2016,jun,5,new,1,right
2016,jun,12,half_full,2,left
2016,jun,20,full,0,left
2016,jun,27,half_new,0.5,right
2016,jul,4,new,1,right
2016,jul,12,half_full,2,left
2016,jul,20,full,0,left
2016,jul,27,half_new,0.5,right
2016,aug,2,new,1,right
2016,aug,10,half_full,2,left
2016,aug,18,full,0,left
2016,aug,25,half_new,0.5,right
2016,sep,1,new,1,right
2016,sep,9,half_full,2,left
2016,sep,16,full,0,left
2016,sep,23,half_new,0.5,right
2016,oct,1,new,1,right
2016,oct,9,half_full,2,left
2016,oct,16,full,0,left
2016,oct,22,half_new,0.5,right
2016,oct,30,new,1,right
2016,nov,7,half_full,2,left
2016,nov,14,full,0,left
2016,nov,21,half_new,0.5,right
2016,nov,29,new,1,right
2016,dec,7,half_full,2,left
2016,dec,14,full,0,left
2016,dec,21,half_new,0.5,right
2016,dec,29,new,1,right
2017,jan,5,half_full,2,left
2017,jan,12,full,0,left
2017,jan,19,half_new,0.5,right
2017,jan,28,new,1,right
2017,feb,4,half_full,2,left
2017,feb,11,full,0,left
2017,feb,18,half_new,0.5,right
2017,feb,26,new,1,right
2017,mar,5,half_full,2,left
2017,mar,12,full,0,left
2017,mar,20,half_new,0.5,right
2017,mar,28,new,1,right
2017,apr,3,half_full,2,left
2017,apr,11,full,0,left
2017,apr,19,half_new,0.5,right
2017,apr,26,new,1,right
2017,may,3,half_full,2,left
2017,may,10,full,0,left
2017,may,19,half_new,0.5,right
2017,may,25,new,1,right
2017,jun,1,half_full,2,left
2017,jun,9,full,0,left
2017,jun,17,half_new,0.5,right
2017,jun,24,new,1,right
2017,jul,1,half_full,2,left
2017,jul,9,full,0,left
2017,jul,16,half_new,0.5,right
2017,jul,23,new,1,right
2017,jul,30,half_full,2,left
2017,aug,7,full,0,left
2017,aug,15,half_new,0.5,right
2017,aug,21,new,1,right
2017,aug,29,half_full,2,left
2017,sep,6,full,0,left
2017,sep,13,half_new,0.5,right
2017,sep,20,new,1,right
2017,sep,28,half_full,2,left
2017,oct,5,full,0,left
2017,oct,12,half_new,0.5,right
2017,oct,19,new,1,right
2017,oct,28,half_full,2,left
2017,nov,4,full,0,left
2017,nov,10,half_new,0.5,right
2017,nov,18,new,1,right
2017,nov,26,half_full,2,left
2017,dec,3,full,0,left
2017,dec,10,half_new,0.5,right
2017,dec,18,new,1,right
2017,dec,26,half_full,2,left
2018,jan,2,full,0,left
2018,jan,8,half_new,0.5,right
2018,jan,17,new,1,right
2018,jan,24,half_full,2,left
2018,jan,31,full,0,left
2018,feb,7,half_new,0.5,right
2018,feb,15,new,1,right
2018,feb,23,half_full,2,left
2018,mar,2,full,0,left
2018,mar,9,half_new,0.5,right
2018,mar,17,new,1,right
2018,mar,24,half_full,2,left
2018,mar,31,full,0,left
2018,apr,8,half_new,0.5,right
2018,apr,16,new,1,right
2018,apr,22,half_full,2,left
2018,apr,30,full,0,left
2018,may,8,half_new,0.5,right
2018,may,15,new,1,right
2018,may,22,half_full,2,left
2018,may,29,full,0,left
2018,jun,6,half_new,0.5,right
2018,jun,13,new,1,right
2018,jun,20,half_full,2,left
2018,jun,28,full,0,left
2018,jul,6,half_new,0.5,right
2018,jul,13,new,1,right
2018,jul,19,half_full,2,left
2018,jul,27,full,0,left
2018,aug,4,half_new,0.5,right
2018,aug,11,new,1,right
2018,aug,18,half_full,2,left
2018,aug,26,full,0,left
2018,sep,3,half_new,0.5,right
2018,sep,9,new,1,right
2018,sep,17,half_full,2,left
2018,sep,25,full,0,left
2018,oct,2,half_new,0.5,right
2018,oct,9,new,1,right
2018,oct,16,half_full,2,left
2018,oct,24,full,0,left
2018,oct,31,half_new,0.5,right
2018,nov,7,new,1,right
2018,nov,15,half_full,2,left
2018,nov,23,full,0,left
2018,nov,30,half_new,0.5,right
2018,dec,7,new,1,right
2018,dec,15,half_full,2,left
2018,dec,22,full,0,left
2018,dec,29,half_new,0.5,right
2019,jan,6,new,1,right
2019,jan,14,half_full,2,left
2019,jan,21,full,0,left
2019,jan,27,half_new,0.5,right
2019,feb,4,new,1,right
2019,feb,12,half_full,2,left
2019,feb,19,full,0,left
2019,feb,26,half_new,0.5,right
2019,mar,6,new,1,right
2019,mar,14,half_full,2,left
2019,mar,21,full,0,left
2019,mar,28,half_new,0.5,right
2019,apr,5,new,1,right
2019,apr,12,half_full,2,left
2019,apr,19,full,0,left
2019,apr,27,half_new,0.5,right
2019,may,5,new,1,right
2019,may,12,half_full,2,left
2019,may,18,full,0,left
2019,may,26,half_new,0.5,right
2019,jun,3,new,1,right
2019,jun,10,half_full,2,left
2019,jun,17,full,0,left
2019,jun,25,half_new,0.5,right
2019,jul,2,new,1,right
2019,jul,9,half_full,2,left
2019,jul,16,full,0,left
2019,jul,25,half_new,0.5,right
2019,aug,1,new,1,right
2019,aug,7,half_full,2,left
2019,aug,15,full,0,left
2019,aug,23,half_new,0.5,right
2019,aug,30,new,1,right
2019,sep,6,half_full,2,left
2019,sep,14,full,0,left
2019,sep,22,half_new,0.5,right
2019,sep,28,new,1,right
2019,oct,5,half_full,2,left
2019,oct,13,full,0,left
2019,oct,21,half_new,0.5,right
2019,oct,28,new,1,right
2019,nov,4,half_full,2,left
2019,nov,12,full,0,left
2019,nov,19,half_new,0.5,right
2019,nov,26,new,1,right
2019,dec,4,half_full,2,left
2019,dec,12,full,0,left
2019,dec,19,half_new,0.5,right
2019,dec,26,new,1,right
2020,jan,3,half_full,2,left
2020,jan,10,full,0,left
2020,jan,17,half_new,0.5,right
2020,jan,24,new,1,right
2020,feb,2,half_full,2,left
2020,feb,9,full,0,left
2020,feb,15,half_new,0.5,right
2020,feb,23,new,1,right
2020,mar,2,half_full,2,left
2020,mar,9,full,0,left
2020,mar,16,half_new,0.5,right
2020,mar,24,new,1,right
2020,apr,1,half_full,2,left
2020,apr,8,full,0,left
2020,apr,15,half_new,0.5,right
2020,apr,23,new,1,right
2020,apr,30,half_full,2,left
2020,may,7,full,0,left
2020,may,14,half_new,0.5,right
2020,may,22,new,1,right
2020,may,30,half_full,2,left
2020,jun,5,full,0,left
2020,jun,13,half_new,0.5,right
2020,jun,21,new,1,right
2020,jun,28,half_full,2,left
2020,jul,5,full,0,left
2020,jul,13,half_new,0.5,right
2020,jul,20,new,1,right
2020,jul,27,half_full,2,left
2020,aug,3,full,0,left
2020,aug,11,half_new,0.5,right
2020,aug,19,new,1,right
2020,aug,25,half_full,2,left
2020,sep,2,full,0,left
2020,sep,10,half_new,0.5,right
2020,sep,17,new,1,right
2020,sep,24,half_full,2,left
2020,oct,1,full,0,left
2020,oct,10,half_new,0.5,right
2020,oct,16,new,1,right
2020,oct,23,half_full,2,left
2020,oct,31,full,0,left
2020,nov,8,half_new,0.5,right
2020,nov,15,new,1,right
2020,nov,22,half_full,2,left
2020,nov,30,full,0,left
2020,dec,8,half_new,0.5,right
2020,dec,14,new,1,right
2020,dec,22,half_full,2,left
2020,dec,30,full,0,left
2021,jan,6,half_new,0.5,right
2021,jan,13,new,1,right
2021,jan,20,half_full,2,left
2021,jan,28,full,0,left
2021,feb,4,half_new,0.5,right
2021,feb,11,new,1,right
2021,feb,19,half_full,2,left
2021,feb,27,full,0,left
2021,mar,6,half_new,0.5,right
2021,mar,13,new,1,right
2021,mar,21,half_full,2,left
2021,mar,28,full,0,left
2021,apr,4,half_new,0.5,right
2021,apr,12,new,1,right
2021,apr,20,half_full,2,left
2021,apr,27,full,0,left
2021,may,3,half_new,0.5,right
2021,may,11,new,1,right
2021,may,19,half_full,2,left
2021,may,26,full,0,left
2021,jun,2,half_new,0.5,right
2021,jun,10,new,1,right
2021,jun,18,half_full,2,left
2021,jun,24,full,0,left
2021,jul,1,half_new,0.5,right
2021,jul,10,new,1,right
2021,jul,17,half_full,2,left
2021,jul,24,full,0,left
2021,jul,31,half_new,0.5,right
2021,aug,8,new,1,right
2021,aug,15,half_full,2,left
2021,aug,22,full,0,left
2021,aug,30,half_new,0.5,right
2021,sep,7,new,1,right
2021,sep,13,half_full,2,left
2021,sep,21,full,0,left
2021,sep,29,half_new,0.5,right
2021,oct,6,new,1,right
2021,oct,13,half_full,2,left
2021,oct,20,full,0,left
2021,oct,28,half_new,0.5,right
2021,nov,4,new,1,right
2021,nov,11,half_full,2,left
2021,nov,19,full,0,left
2021,nov,27,half_new,0.5,right
2021,dec,4,new,1,right
2021,dec,11,half_full,2,left
2021,dec,19,full,0,left
2021,dec,27,half_new,0.5,right
2022,jan,2,new,1,right
2022,jan,9,half_full,2,left
2022,jan,18,full,0,left
2022,jan,25,half_new,0.5,right
2022,feb,1,new,1,right
2022,feb,8,half_full,2,left
2022,feb,16,full,0,left
2022,feb,23,half_new,0.5,right
2022,mar,2,new,1,right
2022,mar,10,half_full,2,left
2022,mar,18,full,0,left
2022,mar,25,half_new,0.5,right
2022,apr,1,new,1,right
2022,apr,9,half_full,2,left
2022,apr,16,full,0,left
2022,apr,23,half_new,0.5,right
2022,apr,30,new,1,right
2022,may,9,half_full,2,left
2022,may,16,full,0,left
2022,may,22,half_new,0.5,right
2022,may,30,new,1,right
2022,jun,7,half_full,2,left
2022,jun,14,full,0,left
2022,jun,21,half_new,0.5,right
2022,jun,29,new,1,right
2022,jul,7,half_full,2,left
2022,jul,13,full,0,left
2022,jul,20,half_new,0.5,right
2022,jul,28,new,1,right
2022,aug,5,half_full,2,left
2022,aug,12,full,0,left
2022,aug,19,half_new,0.5,right
2022,aug,27,new,1,right
2022,sep,3,half_full,2,left
2022,sep,10,full,0,left
2022,sep,17,half_new,0.5,right
2022,sep,25,new,1,right
2022,oct,3,half_full,2,left
2022,oct,9,full,0,left
2022,oct,17,half_new,0.5,right
2022,oct,25,new,1,right
2022,nov,1,half_full,2,left
2022,nov,8,full,0,left
2022,nov,16,half_new,0.5,right
2022,nov,23,new,1,right
2022,nov,30,half_full,2,left
2022,dec,8,full,0,left
2022,dec,16,half_new,0.5,right
2022,dec,23,new,1,right
2022,dec,30,half_full,2,left
